LSOA21CD,Childcare accessibility,Childcare accessibility (driving only),Childcare accessibility (public transport only),Childcare accessibility - good or outstanding places (overall)
E01003764,0.337913213161755,0.3386252558893,0.330685255644701,0.234303300821228
E01003765,0.324580330414364,0.329590463936501,0.311968965171818,0.221223700036575
E01003766,0.193192041185083,0.22686156877899,0.112170827921021,0.143337986360296
E01003767,0.213809650297271,0.222615990708638,0.18477837416515,0.16186587131313
E01003768,0.19296083461552,0.22440793926099,0.143958262833183,0.146309332867493
E01003769,0.205203093707228,0.205726985314883,0.193559515004489,0.154392758305223
E01003770,0.177944884350691,0.202704028611314,0.110926435401751,0.132511803745298
E01003771,0.177881114511351,0.198763951787107,0.13189275530455,0.131478024284515
E01003772,0.182990374136244,0.213943216046646,0.0832414207245836,0.135235160222447
E01003773,0.176561044550746,0.179833274846805,0.161733366056364,0.131012598937657
E01003774,0.27057930842045,0.266559796857633,0.268933486012187,0.200442953188284
E01003775,0.227093896794021,0.221999894552579,0.224651277467107,0.166309504887886
E01003776,0.273782213991596,0.276010752329777,0.268806153220666,0.203491401023453
E01003777,0.307977138616434,0.30637112779351,0.304177864902443,0.234831898386515
E01003778,0.317004632676107,0.295716841421418,0.353683646644767,0.247311533879683
E01003779,0.287750859040525,0.266675254366659,0.338191389435172,0.228344208900861
E01003780,0.160401943132288,0.159725178340353,0.168719322682968,0.1151492915433
E01003781,0.182565806556097,0.169249276439124,0.184694171102133,0.150022971793354
E01003782,0.191331477158602,0.207826198582708,0.157140776874447,0.152815704466324
E01003783,0.226053606877684,0.189166952053786,0.248765733222481,0.186920167718282
E01003784,0.161165237881632,0.186428271950771,0.105921332416596,0.138583458451428
E01003785,0.164436161845723,0.170489641190895,0.158383813079906,0.141165421459558
E01003786,0.209000816197052,0.227748859306983,0.11197195151552,0.162558851043907
E01003787,0.179889083313502,0.202870858989591,0.118386770077438,0.143455068681299
E01003788,0.176716190579794,0.167273126966101,0.184893436531881,0.148706393058039
E01003789,0.280375870763262,0.255252380239013,0.368542460037274,0.225838173927994
E01003790,0.124719874168241,0.134411642360043,0.0963556846731273,0.106631490874949
E01003791,0.204688069714653,0.192956125617629,0.259790331743324,0.165542091437692
E01003792,0.144355802148959,0.123042573660427,0.225513151481414,0.12324959962446
E01003793,0.214738916691466,0.172249408747884,0.284944035262831,0.179424921282634
E01003794,0.26777381302428,0.278098198238231,0.21210555123423,0.203011052849915
E01003795,0.297342305281527,0.306783927951283,0.230517947483296,0.230038768079962
E01003796,0.296768986446113,0.298610734827177,0.271009672353919,0.237215309319937
E01003797,0.323201746899743,0.327471732365258,0.31046979573414,0.166575854588442
E01003798,0.365933125680032,0.351274949864974,0.401139496711184,0.196609852419678
E01003799,0.34034112952666,0.3179985519947,0.422746665389241,0.18084651588428
E01003800,0.255898501232032,0.266020835825401,0.238854138792561,0.126365026640771
E01003801,0.228696098380501,0.20025859182437,0.316670181826902,0.110765486966341
E01003802,0.19672970598586,0.1905643540625,0.218864739725498,0.0931183257546026
E01003803,0.239160396360571,0.267443789247098,0.187520161023914,0.115070331189102
E01003804,0.478454792383588,0.493445565148447,0.428630454207847,0.269200655159727
E01003805,0.437447719446296,0.451296607721513,0.256481122811594,0.24189918055999
E01003806,0.429841325570455,0.455570121516301,0.235639496797181,0.235952818042893
E01003807,0.506240390073464,0.498811439230613,0.51437211725396,0.285458829532477
E01003808,0.517746485513004,0.509353211222944,0.546212186309827,0.285971080966856
E01003809,0.472836365197203,0.478326374958147,0.431535734871845,0.259734562692883
E01003810,0.48715218970125,0.498140295852922,0.415850487951237,0.324383276133978
E01003811,0.501132263041572,0.519524795042496,0.407012320780758,0.332776978296672
E01003812,0.483978987791278,0.484544611697383,0.489675807399396,0.319152011593312
E01003813,0.397320198038283,0.419306269643541,0.239973565715883,0.269362843271666
E01003814,0.442563376340037,0.450375278141187,0.405311179870793,0.296880489374759
E01003815,0.399844059669187,0.395677339856637,0.389904231281927,0.268287641284052
E01003816,0.244809262505583,0.229918924291564,0.316963038266844,0.157889582929368
E01003817,0.272090050409132,0.256695641820567,0.310486292244529,0.19204704330766
E01003818,0.19481439943807,0.179543987105566,0.249483304400905,0.145225627073978
E01003819,0.20800713863471,0.197979178032936,0.221370842550605,0.147711020192793
E01003820,0.237273597385302,0.213700474851727,0.310004688506622,0.174857602838693
E01003821,0.347669602525318,0.312147124176458,0.407955287993495,0.20234986776837
E01003822,0.355590445496799,0.362728718816587,0.217113681054195,0.233812687447229
E01003823,0.376348068534884,0.393358701628558,0.283727465386559,0.253034966913771
E01003824,0.305318367408955,0.319935977133758,0.196780277895945,0.199891147775374
E01003825,0.291390199064315,0.301665084649415,0.212142793685878,0.18982624274367
E01003826,0.271274681969548,0.311461878272477,0.172274491336386,0.175239049690067
E01003827,0.342469635557576,0.369314548699675,0.254753507534461,0.225981889541378
E01003828,0.273303352348461,0.282110635086382,0.210687491766128,0.179905243604801
E01003829,0.271812634286872,0.29399021727764,0.205669213887206,0.18546546750781
E01003830,0.338754095828071,0.353951646242011,0.271418363806999,0.229014211264676
E01003831,0.238425994028252,0.253790604557274,0.137459887927131,0.158793739497496
E01003832,0.222971147796001,0.254848055340861,0.150215394561287,0.149004092879764
E01003833,0.242761137541228,0.259737707680971,0.186350749521472,0.161924750077668
E01003834,0.404592025907279,0.342289759134429,0.502701859959811,0.263470966737073
E01003835,0.294650756368534,0.299371273426694,0.266912761448368,0.185819837955444
E01003836,0.360246348742356,0.346385046283152,0.383169681300537,0.232386419221955
E01003837,0.292434713332819,0.303249005297878,0.243590118928694,0.185373694545797
E01003838,0.348142404932341,0.344078842964319,0.384160627054795,0.224855171276367
E01003839,0.337279425618222,0.307750853349247,0.402846822827611,0.225780233965491
E01003840,0.191946365426996,0.209536520190641,0.111838875991158,0.132876211056466
E01003841,0.195306817999874,0.213362036082321,0.155833329974088,0.139877295994726
E01003842,0.313944857202963,0.321870878422199,0.28313421441094,0.210623058713828
E01003843,0.172727974619125,0.188145691410942,0.129248429762696,0.124748527551803
E01003844,0.352149329924469,0.329228577756983,0.43981600995759,0.236747573626097
E01003845,0.250501220616343,0.25221466845914,0.233966644876282,0.170298087294944
E01003846,0.390312945141437,0.413981390473346,0.251867784973558,0.245639645171562
E01003847,0.417691933127358,0.431666112773055,0.393374958415564,0.266794846517052
E01003848,0.477339846076197,0.482705319232009,0.461768566047655,0.289159595070663
E01003849,0.385887692148368,0.405554262550895,0.324252812923186,0.235476715512552
E01003851,0.411952833714917,0.435933726447864,0.312776193714913,0.26839273860017
E01003852,0.431904286501411,0.400218133841234,0.478871766178421,0.238127714169123
E01003853,0.366723551710822,0.364758438196376,0.397785452733895,0.197956292961402
E01003854,0.42476123561552,0.394774290242357,0.480530157686626,0.234497938035422
E01003855,0.509789086322419,0.481130609239764,0.552635471462145,0.2961577252124
E01003856,0.477746096999255,0.456634743603819,0.528664173600933,0.267517061407657
E01003857,0.455221078859566,0.456845715468673,0.44035158374081,0.247683702794301
E01003858,0.496177714356866,0.500388638968373,0.471537935192361,0.270946337946466
E01003859,0.454458800396718,0.456397365879504,0.444576161310373,0.256478039970441
E01003860,0.475329358047294,0.406839283608095,0.572757912845123,0.287546187561401
E01003861,0.545769397075567,0.482870629175581,0.647739868259118,0.330736807823282
E01003862,0.459707099513188,0.454500120094181,0.469563858570665,0.271100876253141
E01003863,0.452467555633188,0.437063805570988,0.48178915826811,0.256139149542618
E01003864,0.46810287089926,0.461548076699996,0.454478371625222,0.283028670165643
E01003865,0.535297003238963,0.538496073322897,0.517775588904251,0.31726158116912
E01003866,0.422641021034408,0.442033698569197,0.33648837845703,0.271600861034898
E01003867,0.368688503711231,0.392684560861762,0.295008636284315,0.241900863149133
E01003868,0.414118640568722,0.401844431402831,0.462322439000936,0.263726287394476
E01003869,0.452854350385384,0.47758291646589,0.383591268145786,0.291507670224278
E01003870,0.401151571064637,0.414056380977934,0.335919416395125,0.26499172603607
E01003871,0.344614469965396,0.367237156016713,0.253777694076972,0.228706943611038
E01003872,0.420413066663048,0.450846203052785,0.305363297835062,0.267980995422109
E01003873,0.446936440038512,0.396010494667475,0.54132806841799,0.260393866084279
E01003874,0.453223245040051,0.424857492234377,0.493546364482751,0.259717237233672
E01003875,0.441916751114541,0.425487293091073,0.448982681723236,0.247327968426035
E01003876,0.535382264312083,0.341491730240313,0.745342455675526,0.327445067911284
E01003877,0.394492727350435,0.374940162258021,0.433492712916407,0.22795606246058
E01003878,0.359195539231797,0.390251930583252,0.3060459455598,0.201776782416364
E01003879,0.359518699631192,0.362452210577825,0.350726323240322,0.204645595606531
E01003880,0.520523987788642,0.5337278374039,0.449145068706134,0.34249682880599
E01003881,0.469584201934728,0.498195032045114,0.33317054827764,0.313049294521575
E01003882,0.504125879602806,0.494257165776336,0.516425431782903,0.334282814215702
E01003883,0.471341012860703,0.476681675275072,0.449579220736091,0.313435805525642
E01003884,0.516852392977232,0.526588994601688,0.488635675388918,0.34313234256343
E01003885,0.507958920973076,0.505234716836381,0.528926982073071,0.335628436458147
E01003886,0.445871852851777,0.451427897676649,0.411453023416288,0.293726259691663
E01003887,0.439315971794148,0.429511790050825,0.455762293328357,0.288676163820453
E01003888,0.442439199307563,0.419030215335908,0.480013689036698,0.294792333873905
E01003889,0.299545002593975,0.304367034905249,0.276160987813773,0.20690342092831
E01003890,0.508945049877811,0.528516209317882,0.418352953010369,0.336885805952358
E01003891,0.443563137791806,0.449152456137442,0.404660932409031,0.289809537635038
E01003892,0.346150845628192,0.313657060476495,0.437410404081767,0.210603436776567
E01003893,0.400708503417049,0.325802175025181,0.526703274586133,0.247274636507433
E01003894,0.423205708677184,0.380411557003791,0.523287360106013,0.262378524952092
E01003895,0.470728811815307,0.436495901993503,0.550729475105868,0.302026620550374
E01003896,0.500546796643238,0.450851590904499,0.601557222484739,0.327362199850892
E01003897,0.522152304135227,0.486145313371387,0.570183551328823,0.347403941807589
E01003898,0.484809497612741,0.478856419158331,0.511947194425218,0.32319394536388
E01003899,0.470327158805724,0.472410622992329,0.463587791533463,0.313736238686902
E01003900,0.442126399436443,0.439424278636121,0.45434506031288,0.295276647913463
E01003901,0.416724536540521,0.430723475265576,0.274985337884328,0.277014836218051
E01003902,0.482368635388185,0.485761081030275,0.45646017949733,0.32408296160938
E01003903,0.383425838209478,0.393959156558419,0.330789723359144,0.256909968638484
E01003904,0.427284779656649,0.441775385164324,0.345806012681964,0.284823884621551
E01003905,0.346484765921311,0.348988673718503,0.333897516636749,0.232989910331612
E01003906,0.272635798259115,0.284550110887076,0.228260716390658,0.184899393840814
E01003907,0.218799488894596,0.252068197574803,0.119523270652271,0.145443862278134
E01003908,0.229533905192211,0.241962348831128,0.152234403229414,0.156675789748707
E01003909,0.308727537467844,0.29129822671571,0.347592511017465,0.206662129971531
E01003910,0.277041147551712,0.292052790327938,0.181153307957319,0.185977695909398
E01003911,0.319744256627576,0.199758999338516,0.390701194813643,0.211332354915764
E01003912,0.27227162678969,0.222495629580584,0.300070567402611,0.179769665563367
E01003913,0.374188481864598,0.260644662864971,0.461682761312178,0.244577158965705
E01003914,0.261322772558134,0.254763889043501,0.267672595979528,0.169016876600541
E01003915,0.269732495945977,0.23186456835971,0.296469419269645,0.172281385252192
E01003916,0.226973219347183,0.190438111565904,0.248884825159018,0.149215088163976
E01003917,0.2557788912758,0.189171404592511,0.287003836673442,0.165256760283854
E01003918,0.274210226111189,0.178513666009428,0.317884189011443,0.175747050612391
E01003919,0.346017700358094,0.236076981933128,0.404239951383383,0.223958380109235
E01003920,0.341159579809948,0.199770800793679,0.410916346350553,0.223816065232057
E01003921,0.441137236233313,0.217032523611667,0.510741624946004,0.295326794135423
E01003922,0.338018092347259,0.24749855850781,0.377508945937638,0.218402272988493
E01003923,0.249970975866836,0.15340303904072,0.308126048350286,0.159912994854832
E01003924,0.306494692956474,0.21932151096269,0.346276480174747,0.195910190658023
E01003925,0.275449851251099,0.194397575052676,0.321018446244932,0.178451122183658
E01003926,0.30469946747831,0.199165372372976,0.35773574420847,0.195527124388425
E01003929,0.344264671764787,0.142918292807482,0.407823890615641,0.243867712455261
E01003930,0.318211176017955,0.151488258229581,0.371565479551631,0.220172376035734
E01003932,0.328026884131961,0.147280825588614,0.394615933811724,0.228574814003794
E01003933,0.376406997656137,0.184787184922158,0.448158373280831,0.261269111361115
E01003934,0.249776232189123,0.102577487122956,0.306176599416792,0.17562330829454
E01003935,0.247607878900822,0.0932633208256503,0.324523722862852,0.179271891894249
E01003936,0.292429051838932,0.168385665142126,0.349747922104213,0.206511347327697
E01003937,0.412101503341621,0.195422268787483,0.473746634664506,0.287537613922594
E01003938,0.267239852126059,0.150939978873245,0.329081030336518,0.192363077618239
E01003939,0.345839465107422,0.147310246323478,0.409273768552404,0.24548685092902
E01003940,0.238614687730906,0.172239027068186,0.269077654479209,0.172803286391464
E01003941,0.308235469944036,0.193483900099018,0.355758749524316,0.221433463312771
E01003942,0.266991914778872,0.196228919987916,0.310884135654272,0.188961622266518
E01003943,0.355210635573094,0.18913593105019,0.413345301634338,0.249379406733679
E01003945,0.316282311725941,0.310452734842386,0.331120201075169,0.200028967074051
E01003946,0.256945868109564,0.249993873871665,0.259357909551246,0.172320180328199
E01003947,0.256218848315598,0.230352945414663,0.281187094920731,0.177893696306883
E01003948,0.256056123437197,0.233784745585444,0.287413511853929,0.172693228431301
E01003949,0.396695364570393,0.426292331386779,0.347337611323813,0.24708578797999
E01003950,0.354966839421224,0.363233038354527,0.342359707722692,0.215958251515345
E01003951,0.304729314973836,0.302388015237497,0.290260885415025,0.203316561825561
E01003952,0.326061020258736,0.331558480852157,0.3152553782344,0.197375384843749
E01003953,0.355223880391334,0.342470600339263,0.367831767814884,0.219026448411581
E01003954,0.313135929251141,0.343874856788329,0.263005302842296,0.187895087606689
E01003955,0.313356574451855,0.350332629223592,0.25574041261319,0.190818686738809
E01003956,0.327654517021388,0.350954002635902,0.269410556557888,0.196249787208688
E01003957,0.333491398709385,0.381190710193896,0.231961982832333,0.201453146514697
E01003958,0.33826744655673,0.370544878888541,0.285955074012881,0.204004106387091
E01003960,0.307505573656814,0.177347189628335,0.382832191013505,0.215172585133906
E01003961,0.304445305087002,0.171576576676871,0.358661520606957,0.211660620121721
E01003963,0.253435414543677,0.16801563888322,0.294365780061221,0.167404180378558
E01003966,0.284133424251162,0.170977749107697,0.336452460701342,0.199449279977548
E01003969,0.300266751519545,0.181138257999264,0.361398011942341,0.194057597626971
E01003971,0.249897406375672,0.165919480761087,0.28836567102619,0.16956805236372
E01003972,0.205817711128291,0.165839145607074,0.225844255382664,0.137185290246684
E01003973,0.242617450249249,0.15090907320451,0.275072448472668,0.15769318064989
E01003975,0.251219475368451,0.209238829134641,0.274270559194743,0.186937726502867
E01003976,0.257710005403548,0.186672245107841,0.288371502419046,0.191991337847996
E01003977,0.219903099686077,0.194850528219074,0.231865622979428,0.162171937249551
E01003979,0.314001625309392,0.187365060341564,0.369625513244719,0.225442432342297
E01003980,0.315451103522145,0.189984269928683,0.35301723929801,0.225903757746599
E01003981,0.266222178409251,0.144860651347053,0.304195669745652,0.194600866227771
E01003983,0.30741617839338,0.290707951580358,0.316228877086263,0.22122040951915
E01003984,0.323279337816202,0.282667999521341,0.352024690588607,0.228122001926174
E01003986,0.263101995254862,0.215876377716716,0.28489025758374,0.191313469610279
E01003987,0.209908568028549,0.209830578851403,0.212078124974491,0.153276441685324
E01003988,0.304459004187674,0.284979257219541,0.31488881070211,0.219440462847036
E01003989,0.29254900415738,0.26235255722994,0.307672394127554,0.213911434351622
E01003990,0.24547780661417,0.251000240971238,0.241652840398834,0.176383351737762
E01003991,0.229504267735532,0.15770925469061,0.266237084894845,0.145642317370957
E01003992,0.275405155176805,0.163417153317809,0.333134638794271,0.182328323572011
E01003993,0.281102540121639,0.16731085012528,0.337415171289802,0.181677662038665
E01003994,0.280736081868046,0.18087722814981,0.319059862265169,0.18193846176038
E01003995,0.384737457669545,0.201335632770924,0.453662535925097,0.261963502334318
E01003997,0.250667798301291,0.144957684436872,0.318373760052415,0.159924092242283
E01003998,0.312891418017776,0.179461584193276,0.40662839669942,0.211787512137345
E01003999,0.235373613743273,0.151072846871737,0.286254824706882,0.153533899949453
E01004000,0.341443035443758,0.333018984111251,0.349043668670126,0.230257549857804
E01004001,0.265294419115283,0.275765867088702,0.250961240444994,0.179010576044955
E01004002,0.297232629470173,0.32016759259858,0.24965114581045,0.193213344147413
E01004003,0.295522951224453,0.291284119594401,0.295508478465305,0.211154879423687
E01004004,0.367262990471541,0.3379572938517,0.388430736590002,0.255114486957234
E01004005,0.329705392014775,0.282723181758291,0.349451542196144,0.229493749693453
E01004006,0.293578448727505,0.314660706454196,0.271967200530238,0.20288408343554
E01004007,0.233201393335156,0.239636342516992,0.228079421339727,0.164658125244085
E01004008,0.333838472268637,0.277232898276353,0.372037260480451,0.237888947606345
E01004010,0.358935849391667,0.258542381234132,0.409014172660202,0.249837756697946
E01004011,0.254628201446362,0.236701316448266,0.266918567585418,0.170083863827705
E01004012,0.180380494760764,0.163165034769426,0.191876943717851,0.122032410070244
E01004013,0.295091702865744,0.254274816784301,0.330309016247186,0.200109803741476
E01004014,0.201338510471438,0.206404217715349,0.196917890168096,0.14264864410253
E01004015,0.324401605805569,0.359741944261884,0.270414833760126,0.200839480144195
E01004016,0.333394674971421,0.366023751839022,0.276895853601201,0.214155278264606
E01004017,0.359493341989484,0.397102486043916,0.274762713696581,0.223152921658193
E01004018,0.347680348609367,0.398140189520617,0.259599895062296,0.212809570112354
E01004019,0.284368185344184,0.283798996994067,0.282425024466652,0.189479170872148
E01004020,0.275898438986963,0.305464051135564,0.252335757559776,0.18237332041898
E01004021,0.313893512332531,0.314053705480232,0.312200118122363,0.199195937514204
E01004023,0.256887678339274,0.160286322232058,0.317313852091813,0.192323019673976
E01004024,0.2386544214796,0.214271957865071,0.250500658607962,0.177933035400353
E01004028,0.259203241614698,0.168987490923583,0.301165552350248,0.193819179285697
E01004029,0.249285125948876,0.151050502757648,0.304313763364094,0.18319493666486
E01004030,0.284569324658317,0.152690003347618,0.368836210695239,0.21057798166464
E01004031,0.309901676706664,0.186690948420495,0.361145694034935,0.225895382863177
E01004032,0.17129828778843,0.133381105288641,0.203558792027462,0.125444777750559
E01004033,0.288952643157167,0.155809055332066,0.348883680567476,0.212644516537972
E01004034,0.216521448794507,0.174806456095263,0.23907712515062,0.162588503119411
E01004035,0.282873407443991,0.216093971178923,0.321736773618118,0.207283026359876
E01004036,0.324736467625291,0.217093432477752,0.376488846352792,0.235113769574089
E01004037,0.265956783933265,0.224900686101323,0.285684017334238,0.194186113001681
E01004038,0.244732087719799,0.239577125140938,0.24840473893797,0.180947161596156
E01004039,0.225359746657914,0.218448722936035,0.229591604280363,0.164968371489511
E01004040,0.294408291739626,0.218492797799354,0.328232645612895,0.214397017027106
E01004041,0.278485382153592,0.226721683774,0.307610346887921,0.204041204669834
E01004042,0.260857392601489,0.208965487766993,0.284515443138132,0.19161238555204
E01004043,0.226987421364656,0.209913647584409,0.241721112751646,0.167397210199882
E01004044,0.228023730802493,0.20886013472252,0.242446048191158,0.167079077521236
E01004045,0.30148526821345,0.266903028368031,0.330176952381228,0.185099684897897
E01004046,0.294887603377935,0.306107681816594,0.27688410774383,0.18509335491306
E01004047,0.31271829104313,0.218225820745801,0.367068834761588,0.203667122915027
E01004048,0.247162025436014,0.211299340260597,0.278084537631626,0.154585581741629
E01004049,0.272476642754577,0.211421446687437,0.319679221707068,0.169082660829887
E01004050,0.274629208037619,0.274966922684511,0.265179263050013,0.172792501506866
E01004051,0.295424059955937,0.226625016879656,0.360511748455822,0.187035892376483
E01004052,0.289877110981909,0.290362838511565,0.288604223352538,0.180525309277396
E01004053,0.168179336631073,0.126602784134786,0.214711547934974,0.124848258009114
E01004054,0.156787689654552,0.110283761056267,0.205350349783387,0.116865877305532
E01004055,0.166894728126712,0.12243022635615,0.213662309527662,0.124246544710187
E01004056,0.159786339569467,0.119386418461377,0.202322103162726,0.117785306378316
E01004057,0.167719016181624,0.131526960791149,0.199550648781032,0.122762737413723
E01004058,0.178818552217542,0.134193051468667,0.2069098400402,0.13307501140605
E01004059,0.21694396715351,0.166008647428326,0.252936498831026,0.15855590654937
E01004060,0.269680647065601,0.216219705821065,0.301288315058972,0.19800305278717
E01004061,0.273624673650736,0.265858416006694,0.283341075043384,0.180014241935587
E01004062,0.383094964527249,0.303428117028913,0.419711161186069,0.248307065216701
E01004063,0.311692956061872,0.293033668892758,0.330972979708352,0.202479159421706
E01004064,0.322880376012943,0.304839286877165,0.334012304318526,0.211505980125891
E01004065,0.307422161691613,0.316862327753082,0.295034756333974,0.198358365249251
E01004066,0.287764149028763,0.238645468116775,0.319753571611599,0.192018598461593
E01004067,0.4317201510823,0.274526917012704,0.491189170506955,0.293552737936493
E01004068,0.311542329870471,0.326918844090576,0.295618775930772,0.207609964644975
E01004069,0.297334484663624,0.302116625632299,0.248769680059907,0.202975643190244
E01004070,0.28286623606563,0.256982098679158,0.324406363381586,0.185823540942762
E01004071,0.285029349517802,0.303652983816587,0.259162079347825,0.175960001748615
E01004072,0.313207836168764,0.326538138383625,0.27354774275196,0.186675117298684
E01004073,0.253150075765238,0.237054184657656,0.292211181450707,0.171748013046717
E01004074,0.262749365874042,0.248455098639335,0.298592388765411,0.181824558002409
E01004075,0.283847433136842,0.301415486631529,0.20408999289554,0.173937820585957
E01004076,0.232400082961427,0.251310418628598,0.160361387201597,0.141648582431138
E01004077,0.284486723099492,0.300829702109225,0.201690426666869,0.172409318496833
E01004078,0.256853886781324,0.282008974180388,0.128225321134373,0.156435319347882
E01004079,0.296271355927161,0.309240149241881,0.145494176780664,0.177013812105489
E01004080,0.259484950633176,0.273890605958991,0.139446454776462,0.161269917097585
E01004081,0.287697170611817,0.323142853879283,0.127808599264913,0.172436515947494
E01004082,0.324036096888393,0.353986437044082,0.126019958590605,0.201049691013125
E01004083,0.178160111743734,0.196023720520028,0.138615945156218,0.0990345149214693
E01004084,0.299819469693185,0.306073729876737,0.164879552708473,0.173310716704734
E01004085,0.257412086393973,0.272344459203136,0.0700681100184955,0.150031731157764
E01004086,0.286906658640967,0.314773761768177,0.15181507287207,0.171990847381768
E01004087,0.25113642561995,0.26251725292504,0.113304320743134,0.144016278542673
E01004088,0.186005030389067,0.218255895768591,0.131803444750407,0.107185264714499
E01004089,0.214563198018284,0.258582364873366,0.126519152475482,0.123117500971065
E01004090,0.251587441142809,0.290644134619246,0.202550883541675,0.178777557022161
E01004091,0.323184628731908,0.335888505027591,0.129046867487695,0.225136495321323
E01004092,0.292554251643412,0.323749435171288,0.130355884792036,0.198144091793881
E01004093,0.262442699232452,0.287281242616753,0.102832694806057,0.185728385488444
E01004094,0.351362444338224,0.396839934177151,0.178237411705227,0.251077297937198
E01004095,0.3011730950016,0.331079569935388,0.0818609318300698,0.210327911621883
E01004096,0.253683833762562,0.297180143916494,0.162937334696663,0.176971716420864
E01004097,0.320392874493154,0.344423909849225,0.162780040802336,0.199983727793817
E01004098,0.322353276424805,0.357192383161418,0.166540164053598,0.199576626995872
E01004099,0.312651771181537,0.35379222274215,0.2348627521145,0.191377568422184
E01004100,0.320282915980617,0.34275479337966,0.189930366366896,0.199134604387042
E01004101,0.321340005488092,0.351387008797316,0.161339621895455,0.200679420752997
E01004102,0.334900293120213,0.355074991634618,0.206156154768733,0.204871360472983
E01004103,0.333022899774928,0.376236382762037,0.200591427587131,0.209353448857754
E01004104,0.280838818736628,0.299446789975797,0.145015146973569,0.172552867317496
E01004105,0.284962563129667,0.301798023115284,0.136196573870257,0.179406844997285
E01004106,0.242687431149936,0.250135451554696,0.0694272733027999,0.158706658682122
E01004107,0.224692286510264,0.248414026651525,0.131397486382046,0.137766113400008
E01004108,0.208768049234948,0.222947202253944,0.0689935913757307,0.129467100214356
E01004109,0.179831359701552,0.184542594313739,0.158629323537961,0.105747920049511
E01004110,0.363179515157529,0.41322281741553,0.202483525774939,0.252666446723374
E01004111,0.307475330364534,0.336644826773892,0.159740004318311,0.213818626670943
E01004112,0.328531690930834,0.356021482289222,0.130231695739872,0.23100609395038
E01004114,0.315196720138649,0.328060995650969,0.0427311201888976,0.228051078440786
E01004115,0.301555433754504,0.335560903662876,0.100955768017957,0.206481036148894
E01004116,0.317825255396511,0.356194805455358,0.13086072061661,0.218792248276287
E01004117,0.286299388826379,0.3041234951117,0.0909451222264024,0.199560983810297
E01004118,0.350347574980873,0.395428184868981,0.202683780726156,0.242778366126028
E01004119,0.308800190034663,0.329436090322281,0.146696939822637,0.212441559959393
E01004120,0.337026618720977,0.357961448441325,0.15217038390135,0.233390460192466
E01004121,0.261312053822933,0.276134436682355,0.183048071937107,0.186600120166064
E01004122,0.288997347198454,0.31034647785993,0.12886847266137,0.204145225280183
E01004123,0.245233677435809,0.256741016282707,0.218277114644273,0.164046355613246
E01004124,0.217473289953596,0.247114794224602,0.0960064647198594,0.142785187481395
E01004125,0.239515528555215,0.267725924563363,0.167881189989527,0.156989128799593
E01004126,0.236088891535392,0.265236178062961,0.149947815707824,0.153248812613958
E01004127,0.246850307960952,0.265915611641935,0.160380435133135,0.158094933856843
E01004128,0.25838402814103,0.296929818651756,0.154768934931841,0.166841226088534
E01004129,0.253024611322975,0.255353712173309,0.23163059418323,0.174349023255892
E01004130,0.223239451957773,0.243184344092416,0.0912447935962439,0.14754617498017
E01004131,0.307030091955023,0.34376220386292,0.126932304541914,0.211569577384635
E01004132,0.317889849687591,0.337498546280791,0.113199300320162,0.218265876180594
E01004133,0.287088849118902,0.308646680793173,0.081353110609318,0.194490166572619
E01004134,0.293923823327465,0.321969981120437,0.173634057920441,0.199646392929181
E01004135,0.22927660806807,0.251002259765574,0.0862019675789225,0.150096893827244
E01004136,0.300221709232826,0.320652643479305,0.118625366821675,0.202638163781462
E01004137,0.293540619092776,0.322164623386304,0.234442613886314,0.190155515910815
E01004138,0.320493014860748,0.373629432372983,0.178796698892154,0.203901358759883
E01004139,0.324032852928651,0.379310962334285,0.199245734923712,0.205970076030141
E01004140,0.278224892184717,0.328967455812403,0.209749392530246,0.17931283197627
E01004141,0.259268898970816,0.337823243717281,0.136078714805841,0.166095803392606
E01004143,0.228205283908608,0.266694893670583,0.124374296070129,0.149800279409744
E01004144,0.251173925163044,0.268015117549456,0.15405244381617,0.161032577689493
E01004145,0.244559786343566,0.272857663739059,0.108010317666942,0.156614774637275
E01004146,0.276560901518175,0.3077808276361,0.184485982326497,0.178885735845861
E01004147,0.279609431698985,0.310469366652676,0.102584217145486,0.178662769390362
E01004148,0.215524795416408,0.269270774556723,0.11296295636833,0.140698966460514
E01004149,0.265688905309726,0.314287684689164,0.119365707254127,0.170589061829412
E01004150,0.2953371524745,0.354141763868112,0.2130405785265,0.19581978786707
E01004151,0.275558461646531,0.344509906397408,0.12217501149383,0.178981221349924
E01004152,0.307068956424762,0.36635563758297,0.187291636169165,0.208295517093935
E01004153,0.302200514493536,0.35593037961874,0.17338385546787,0.20327517708908
E01004154,0.286599800898804,0.322794226885438,0.0876823951425619,0.184705610171485
E01004155,0.290797790475184,0.351830355355459,0.129326256821503,0.198881301868251
E01004156,0.30480758325342,0.363668239915707,0.197598884736239,0.205205974990263
E01004157,0.354921466782102,0.371216525744873,0.146301361040207,0.244532373155419
E01004158,0.342976150205177,0.405155298676835,0.133300599126208,0.234841602832832
E01004159,0.256861981316679,0.289821050271762,0.0899368264277618,0.172827225845981
E01004160,0.2936916839307,0.335203671392335,0.132401373029092,0.196044911925115
E01004161,0.278736329536004,0.307169677166156,0.102144217729782,0.189761724723228
E01004162,0.312900902455947,0.371800822296072,0.17742940381934,0.208245933961456
E01004163,0.253509942682159,0.270856744904112,0.155696774240282,0.159248285818564
